Timestamp                       (process)[PID]    
2022-11-11 00:07:21.433594+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineInputSampleLatency
2022-11-11 00:07:21.433594+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0)
2022-11-11 00:07:21.433597+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineCoreAudioPlugIn
2022-11-11 00:07:21.433599+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient[<private>]::setOnline(0)
2022-11-11 00:07:21.433600+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineClientDescription
2022-11-11 00:07:21.433602+0800  localhost kernel[0]: (IOAudioFamily)   ConnectionID:0x3fb918b9
2022-11-11 00:07:21.433603+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineDisableClockBoundsCheck
2022-11-11 00:07:21.433604+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns 1
2022-11-11 00:07:21.433605+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient::withAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns <private>
2022-11-11 00:07:21.433606+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioSampleRate
2022-11-11 00:07:21.433609+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngine::addUserClientAction(<private>, <private>)
2022-11-11 00:07:21.433609+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioDeviceCanBeDefaults
2022-11-11 00:07:21.433610+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngine[<private>]::addUserClient(<private>) returns 0x0
2022-11-11 00:07:21.433611+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine::addUserClientAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.433612+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine[<private>]::newUserClient(0x<private>, <private>, 0x0, 0x0, <private>)
2022-11-11 00:07:21.433612+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.433615+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineInputSampleOffset
2022-11-11 00:07:21.433618+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineDescription
2022-11-11 00:07:21.433620+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.433623+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOAudioEngineGlobalUniqueIDLegacy
2022-11-11 00:07:21.433625+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineInput property:IOGeneralInterest
2022-11-11 00:07:21.433627+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerFormatNotification(0x<private>, 0x104) returns 0x0
2022-11-11 00:07:21.433630+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient::registerNotificationAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.433631+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerNotificationPort(0x<private>, 0x0, 0x104) returns 0x0
2022-11-11 00:07:21.433668+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClockDomain
2022-11-11 00:07:21.433672+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.433674+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineState
2022-11-11 00:07:21.433677+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineFlavor
2022-11-11 00:07:21.433679+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleLatency
2022-11-11 00:07:21.433682+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineOutputSampleLatency
2022-11-11 00:07:21.433684+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineCoreAudioPlugIn
2022-11-11 00:07:21.433688+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClientDescription
2022-11-11 00:07:21.433692+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDisableClockBoundsCheck
2022-11-11 00:07:21.433696+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioDeviceCanBeDefaults
2022-11-11 00:07:21.433700+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleOffset
2022-11-11 00:07:21.433705+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioSampleRate
2022-11-11 00:07:21.433710+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.433714+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDescription
2022-11-11 00:07:21.433718+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:SupportAudioAUUC
2022-11-11 00:07:21.433722+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.433729+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueIDLegacy
2022-11-11 00:07:21.433732+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOGeneralInterest
2022-11-11 00:07:21.433786+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClockDomain
2022-11-11 00:07:21.433789+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.433793+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineState
2022-11-11 00:07:21.433796+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineFlavor
2022-11-11 00:07:21.433798+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleLatency
2022-11-11 00:07:21.433800+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineOutputSampleLatency
2022-11-11 00:07:21.433806+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineCoreAudioPlugIn
2022-11-11 00:07:21.433809+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClientDescription
2022-11-11 00:07:21.433814+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDisableClockBoundsCheck
2022-11-11 00:07:21.433819+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioDeviceCanBeDefaults
2022-11-11 00:07:21.433823+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleOffset
2022-11-11 00:07:21.433826+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioSampleRate
2022-11-11 00:07:21.433830+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.433834+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDescription
2022-11-11 00:07:21.433838+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:SupportAudioAUUC
2022-11-11 00:07:21.433841+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.433845+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueIDLegacy
2022-11-11 00:07:21.433850+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOGeneralInterest
2022-11-11 00:07:21.433900+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClockDomain
2022-11-11 00:07:21.433904+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.433908+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineState
2022-11-11 00:07:21.433911+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineFlavor
2022-11-11 00:07:21.433913+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleLatency
2022-11-11 00:07:21.433925+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineOutputSampleLatency
2022-11-11 00:07:21.433934+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineCoreAudioPlugIn
2022-11-11 00:07:21.433937+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineClientDescription
2022-11-11 00:07:21.433940+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDisableClockBoundsCheck
2022-11-11 00:07:21.433943+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioDeviceCanBeDefaults
2022-11-11 00:07:21.433945+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineInputSampleOffset
2022-11-11 00:07:21.433948+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioSampleRate
2022-11-11 00:07:21.433952+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.433957+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineDescription
2022-11-11 00:07:21.433960+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:SupportAudioAUUC
2022-11-11 00:07:21.433962+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.433966+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOAudioEngineGlobalUniqueIDLegacy
2022-11-11 00:07:21.433970+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAEngineOutput property:IOGeneralInterest
2022-11-11 00:07:21.434061+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngine[<private>]::newUserClient(0x<private>, <private>, 0x0, 0x0, <private>)
2022-11-11 00:07:21.434063+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0)
2022-11-11 00:07:21.434066+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient[<private>]::setOnline(0)
2022-11-11 00:07:21.434070+0800  localhost kernel[0]: (IOAudioFamily)   ConnectionID:0xd11f0028
2022-11-11 00:07:21.434072+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns 1
2022-11-11 00:07:21.434073+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient::withAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns <private>
2022-11-11 00:07:21.434077+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngine::addUserClientAction(<private>, <private>)
2022-11-11 00:07:21.434079+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngine[<private>]::addUserClient(<private>) returns 0x0
2022-11-11 00:07:21.434080+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine::addUserClientAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.434081+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine[<private>]::newUserClient(0x<private>, <private>, 0x0, 0x0, <private>)
2022-11-11 00:07:21.434095+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-open-user-client IOAudioEngineUserClient
2022-11-11 00:07:21.434106+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerFormatNotification(0x<private>, 0x102) returns 0x0
2022-11-11 00:07:21.434107+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient::registerNotificationAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.434108+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerNotificationPort(0x<private>, 0x0, 0x102) returns 0x0
2022-11-11 00:07:21.434121+0800  localhost kernel[0]: (Sandbox) 1 duplicate report for Sandbox: mediaremoted(87) allow iokit-open-user-client IOAudioEngineUserClient
2022-11-11 00:07:21.434123+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAStream property:IOClassNameOverride
2022-11-11 00:07:21.434141+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioToggleControl property:IOAudioControlSubType
2022-11-11 00:07:21.434167+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleHDAStream property:IOClassNameOverride
2022-11-11 00:07:21.434179+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioSelectorControl property:IOAudioControlSubType
2022-11-11 00:07:21.434205+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioLevelControl property:IOAudioControlSubType
2022-11-11 00:07:21.434252+0800  localhost kernel[0]: (Sandbox) 1 duplicate report for Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioLevelControl property:IOAudioControlSubType
2022-11-11 00:07:21.434255+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioToggleControl property:IOAudioControlSubType
2022-11-11 00:07:21.434327+0800  localhost kernel[0]: (Sandbox) 2 duplicate reports for Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioToggleControl property:IOAudioControlSubType
2022-11-11 00:07:21.434329+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AudioAUUCDriver property:IOClassNameOverride
2022-11-11 00:07:21.434344+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioEngineUserClient property:IOClassNameOverride
2022-11-11 00:07:21.434556+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngine[<private>]::newUserClient(0x<private>, <private>, 0x0, 0x0, <private>)
2022-11-11 00:07:21.434559+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0)
2022-11-11 00:07:21.434562+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient[<private>]::setOnline(0)
2022-11-11 00:07:21.434566+0800  localhost kernel[0]: (IOAudioFamily)   ConnectionID:0x3fa98146
2022-11-11 00:07:21.434567+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::initWithAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns 1
2022-11-11 00:07:21.434568+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngineUserClient::withAudioEngine(<private>, 0x<private>, <private>, 0x0, 0x0) returns <private>
2022-11-11 00:07:21.434572+0800  localhost kernel[0]: (IOAudioFamily) + IOAudioEngine::addUserClientAction(<private>, <private>)
2022-11-11 00:07:21.434576+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngine[<private>]::addUserClient(<private>) returns 0x0
2022-11-11 00:07:21.434577+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine::addUserClientAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.434578+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngine[<private>]::newUserClient(0x<private>, <private>, 0x0, 0x0, <private>)
2022-11-11 00:07:21.434592+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerFormatNotification(0x<private>, 0x105) returns 0x0
2022-11-11 00:07:21.434594+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient::registerNotificationAction(<private>, <private>) returns 0x0
2022-11-11 00:07:21.434595+0800  localhost kernel[0]: (IOAudioFamily) - IOAudioEngineUserClient[<private>]::registerNotificationPort(0x<private>, 0x0, 0x105) returns 0x0
2022-11-11 00:07:21.434673+0800  localhost kernel[0]: (Sandbox) 3 duplicate reports for Sandbox: mediaremoted(87) allow iokit-get-properties class:IOAudioEngineUserClient property:IOClassNameOverride
2022-11-11 00:07:21.434677+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockDomain
2022-11-11 00:07:21.434686+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.434690+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineState
2022-11-11 00:07:21.434695+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineFlavor
2022-11-11 00:07:21.434700+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioStreamSampleFormatByteOrder
2022-11-11 00:07:21.434703+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockIsStable
2022-11-11 00:07:21.434709+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:locationID
2022-11-11 00:07:21.434714+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:USBADC
2022-11-11 00:07:21.434716+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioSampleRate
2022-11-11 00:07:21.434719+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.434722+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineChannelNames
2022-11-11 00:07:21.434725+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineInputSampleOffset
2022-11-11 00:07:21.434729+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineInputSampleLatency
2022-11-11 00:07:21.434732+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineDescription
2022-11-11 00:07:21.434736+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:idVendor
2022-11-11 00:07:21.434739+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:idProduct
2022-11-11 00:07:21.434742+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.434744+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOGeneralInterest
2022-11-11 00:07:21.434804+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockDomain
2022-11-11 00:07:21.434808+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.434810+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineState
2022-11-11 00:07:21.434812+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineFlavor
2022-11-11 00:07:21.434815+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioStreamSampleFormatByteOrder
2022-11-11 00:07:21.434820+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockIsStable
2022-11-11 00:07:21.434823+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:locationID
2022-11-11 00:07:21.434825+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:USBADC
2022-11-11 00:07:21.434827+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioSampleRate
2022-11-11 00:07:21.434830+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineNumSampleFramesPerBuffer
2022-11-11 00:07:21.434832+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineChannelNames
2022-11-11 00:07:21.434836+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineOutputSampleLatency
2022-11-11 00:07:21.434839+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineDescription
2022-11-11 00:07:21.434842+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:idVendor
2022-11-11 00:07:21.434846+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:idProduct
2022-11-11 00:07:21.434850+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineGlobalUniqueID
2022-11-11 00:07:21.434854+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOGeneralInterest
2022-11-11 00:07:21.434899+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockDomain
2022-11-11 00:07:21.434902+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineSampleOffset
2022-11-11 00:07:21.434904+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineState
2022-11-11 00:07:21.434906+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineFlavor
2022-11-11 00:07:21.434908+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioStreamSampleFormatByteOrder
2022-11-11 00:07:21.434911+0800  localhost kernel[0]: (Sandbox) Sandbox: mediaremoted(87) allow iokit-get-properties class:AppleUSBAudioEngine property:IOAudioEngineClockIsStable
