Timestamp                       (process)[PID]    
2022-11-11 00:07:15.324998+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (USB2.0 Hub)
2022-11-11 00:07:15.325003+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.325097+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.325101+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering USB2.0 Hub@14100000 (<private>) for matching
2022-11-11 00:07:15.326285+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000001
2022-11-11 00:07:15.326289+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.326291+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostInterface) options 0x00000001
2022-11-11 00:07:15.326299+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.326301+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostInterface <private> (IOUSBHostInterface)
2022-11-11 00:07:15.326364+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.326367+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: bypassing matching for AppleUSBInterface@0 (<private>)
2022-11-11 00:07:15.326373+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.355234+0800  localhost kernel[0]: [System Event] [1355233348] [INFO] [Subsystem: launchd] [Event: rootless-init] Doing boot task
2022-11-11 00:07:15.358869+0800  localhost kernel[0]: [System Event] [1358867438] [INFO] [Subsystem: launchd] [Event: finish-demo-restore] Doing boot task
2022-11-11 00:07:15.358997+0800  localhost kernel[0]: [System Event] [1358971374] [INFO] [Subsystem: launchd] [Event: finish-demo-restore] optional boot task not present
2022-11-11 00:07:15.360148+0800  localhost kernel[0]: [System Event] [1360146421] [INFO] [Subsystem: launchd] [Event: systemstats] Doing boot task
2022-11-11 00:07:15.366695+0800  localhost kernel[0]: [System Event] [1366694219] [INFO] [Subsystem: launchd] [Event: prng_seedctl] Doing boot task
2022-11-11 00:07:15.411475+0800  localhost kernel[0]: [System Event] [1411473352] [INFO] [Subsystem: launchd] [Event: boot] Early boot complete. Continuing system boot.
2022-11-11 00:07:15.485594+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.485746+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.505232+0800  localhost kernel[0]: [System Event] [1505230664] [INFO] [Subsystem: launchd] [Event: cache-tag] Doing boot task
2022-11-11 00:07:15.575657+0800  localhost kernel[0]: (AppleUSBXHCI) AppleUSBXHCIDevice: AppleUSBXHCIDevice::transferEvent: no endpoint 1 for event 0x00000000003dfa00 1b000000 08018001
2022-11-11 00:07:15.579249+0800  localhost kernel[0]: (IOUSBHostFamily) AppleUSB20HubPort@14110000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x0a5c/4500/0100 (BRCM20702 Hub / 8) at 12 Mbps
2022-11-11 00:07:15.579261+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.579265+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.579269+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (BRCM20702 Hub) options 0x00000000
2022-11-11 00:07:15.579281+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.579285+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (BRCM20702 Hub)
2022-11-11 00:07:15.579294+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.579463+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.579470+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering BRCM20702 Hub@14110000 (<private>) for matching
2022-11-11 00:07:15.580662+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000001
2022-11-11 00:07:15.580667+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.580670+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostInterface) options 0x00000001
2022-11-11 00:07:15.580681+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.580685+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostInterface <private> (IOUSBHostInterface)
2022-11-11 00:07:15.580795+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.580800+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: bypassing matching for AppleUSBInterface@0 (<private>)
2022-11-11 00:07:15.580813+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.102236+0800  localhost kernel[0]: (AppleUSBXHCI) AppleUSBXHCIDevice: AppleUSBXHCIDevice::transferEvent: no endpoint 1 for event 0x0000000000230700 1b000000 03018001
2022-11-11 00:07:15.104969+0800  localhost kernel[0]: (IOUSBHostFamily) AppleUSB20HubPort@00110000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x045b/0209/0100 (IOUSBHostDevice / 3) at 480 Mbps
2022-11-11 00:07:15.104980+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC2) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.104985+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.104988+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC2) usbService <private> (IOUSBHostDevice) options 0x00000000
2022-11-11 00:07:15.104998+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@00000000
2022-11-11 00:07:15.105002+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (IOUSBHostDevice)
2022-11-11 00:07:15.105010+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.105142+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.105147+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering IOUSBHostDevice@00110000 (<private>) for matching
2022-11-11 00:07:15.105974+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC2) usbServiceArray <private>(count 1) options 0x00000001
2022-11-11 00:07:15.105978+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.105980+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC2) usbService <private> (IOUSBHostInterface) options 0x00000001
2022-11-11 00:07:15.105990+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@00000000
2022-11-11 00:07:15.105993+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostInterface <private> (IOUSBHostInterface)
2022-11-11 00:07:15.106080+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.106083+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: bypassing matching for AppleUSBInterface@0 (<private>)
2022-11-11 00:07:15.106092+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@00000000
2022-11-11 00:07:15.193926+0800  localhost kernel[0]: (AppleCredentialManager) AppleCredentialManagerUserClient: start: session_uid = ffffffff.
2022-11-11 00:07:15.194729+0800  localhost kernel[0]: (AppleCredentialManager) AppleCredentialManagerUserClient: start: session_uid = ffffffff.
2022-11-11 00:07:15.196602+0800  localhost kernel[0]: (AppleCredentialManager) AppleCredentialManagerUserClient: start: session_uid = ffffffff.
2022-11-11 00:07:15.196727+0800  localhost kernel[0]: (AppleCredentialManager) ACMFirstResponderKernelService: _onGetCapabilities: T208: NO.
2022-11-11 00:07:15.196757+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _onDaemonStarted: starting TRM policy engine.
2022-11-11 00:07:15.196787+0800  localhost kernel[0]: (AppleCredentialManager) AssertMacros: consoleUsersPropertyObject (value: 0x0), ---, file: /AppleInternal/Library/BuildRoots/0d3d51bd-555a-11ed-88cc-a23c4f261b56/Library/Caches/com.apple.xbs/Sources/AppleCredentialManager/AppleCredentialManager/Services/ACMRestrictedModeKernelService.cpp:2947
2022-11-11 00:07:15.196829+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _startPolicy: initial deviceLockState=LOCKED(1) keybagState=0x0 consoleState=0x0.
2022-11-11 00:07:15.196853+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: _loadAll: called, isLockerAvailable=NO.
2022-11-11 00:07:15.196859+0800  localhost kernel[0]: (AppleCredentialManager) ACM: TRMAccCache_SetupEmpty: called, cacheSize=16 expiration=2592000.
2022-11-11 00:07:15.196864+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: _loadAll: fetching *policy* <- daemon (gen=0 osLen=49 dataLen=49 ver=10).
2022-11-11 00:07:15.196868+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: _loadAll: fetching *analytics* <- daemon (gen=0 osLen=400 dataLen=400 ver=1).
2022-11-11 00:07:15.196875+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: onPolicyStarted: *analytics* successfully loaded.
2022-11-11 00:07:15.196879+0800  localhost kernel[0]: (AppleCredentialManager) ACMKernelService: initValueFromBootArgAliasesUInt32: analytics period = 86400 (default).
2022-11-11 00:07:15.196884+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: setProperty: propCollectionPeriod=86400 (prev=0).
2022-11-11 00:07:15.196887+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196894+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196898+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: setProperty: propPolicyModeTimeout=604800 (prev=0).
2022-11-11 00:07:15.196902+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196906+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: setProperty: propGracePeriodBoundedTimeout=259200 (prev=0).
2022-11-11 00:07:15.196909+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196912+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: incrementCounter: cntDaemonStarted=11.
2022-11-11 00:07:15.196915+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196919+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: stopSegment: segDeviceLockState_Unlocked: count=10 totalDuration=22984 (origStartTime=1668088131 lastDuration=8304).
2022-11-11 00:07:15.196925+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196929+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: resumeSegment: segDeviceLockState_Locked: count=11 totalDuration=115 startTime=1668096435.
2022-11-11 00:07:15.196934+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196939+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _logPolicy: LOADED: ver=10 smTm=0 poRsn=0 gpTm=0 smExp=NO gpBlk=NO suTm=1668088131 svTm=1668088131 gpRsn=0 cMs=NO upTm=0.
2022-11-11 00:07:15.196945+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _logConfig: caller=_loadConfig ver=1 gSw=1 GP=2 Pro=2.
2022-11-11 00:07:15.196948+0800  localhost kernel[0]: (AppleCredentialManager) ACMKernelService: initValueFromBootArgAliasesUInt32: config profile = 4294967295 (default).
2022-11-11 00:07:15.196959+0800  localhost kernel[0]: (AppleCredentialManager) AssertMacros: dtDefaults (value: 0x0), ---, file: /AppleInternal/Library/BuildRoots/0d3d51bd-555a-11ed-88cc-a23c4f261b56/Library/Caches/com.apple.xbs/Sources/AppleCredentialManager/AppleCredentialManager/Services/ACMRestrictedModeKernelService.cpp:1843
2022-11-11 00:07:15.196966+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _getDefaultConfigProfile: config profile: 2 (boot-arg=2 edt-prop=2).
2022-11-11 00:07:15.196969+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: setProperty: propPolicyDisabledByBits=8 (prev=0).
2022-11-11 00:07:15.196972+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.196999+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-A: setProperty: propGracePeriodTimeout=259200 (prev=0).
2022-11-11 00:07:15.197003+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *analytics* (dataLen=400) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.197009+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_GracePeriodTimeout = 259200.
2022-11-11 00:07:15.197014+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: sending kIOMessageServicePropertyChange(changes=1) while LOCKED(1), TRM: 604800/U(0) 259200/-(255) M=255/4294967295/4294967295 ---(255) L=255 UP=86400/255, CUR: 604800/U(0) 259200/-(255).
2022-11-11 00:07:15.197026+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-C: onPolicyStarted: *acc-cache* not found.
2022-11-11 00:07:15.197028+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _startPolicy: timePolicyViolated=NO (saveTime=1668088131 bootCalTime=1668096435 (delta=8304) bootUpTime=1 nowUp=1668096435).
2022-11-11 00:07:15.197033+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _startPolicy: policyViolated=NO (timePolicyViolated=NO passcodeThreshold=NO corruptedStateDetected=NO unexpectedShutdownDetected=NO).
2022-11-11 00:07:15.197040+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _publish: _startPolicy LOCKED(1) reason=0 en=NO pub=YES(255) pro=2 pasThr=NO kb=0 con=0 poRsn=0 smExp=NO gpBlk=NO miss=NO seen=0 now=1668096435(0) | PMT=0/0 GPT=0/0/(0) UPT=0/0.
2022-11-11 00:07:15.197049+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _publishIOResource: AppleUSBRestrictedModeWithReason = 0.
2022-11-11 00:07:15.197065+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_CacheMiss = False.
2022-11-11 00:07:15.197069+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_CacheMissThreshold = 5.
2022-11-11 00:07:15.197073+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_CacheMissCount = 0.
2022-11-11 00:07:15.197076+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_ConfigProfile = AskForNewAccessories(2).
2022-11-11 00:07:15.197080+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_DeviceLocked = True.
2022-11-11 00:07:15.197084+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: set TRM_UnlockedPeriod = False.
2022-11-11 00:07:15.197089+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _mapAndPublishTRM: sending kIOMessageServicePropertyChange(changes=6) while LOCKED(1), TRM: 604800/U(0) 259200/-(255) M=0/5/0 AFNA(2) L=1 UP=86400/0, CUR: 604800/U(0) 259200/X(0).
2022-11-11 00:07:15.197100+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _logPolicy: SAVING: ver=10 smTm=0 poRsn=0 gpTm=0 smExp=NO gpBlk=NO suTm=0 svTm=1668096435 gpRsn=0 cMs=NO upTm=0.
2022-11-11 00:07:15.197105+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-S: setData: saving *policy* (dataLen=49) in 3 seconds (fullSync: NO -> NO).
2022-11-11 00:07:15.197151+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _registerBioNotifier: Biometric driver not detected.
2022-11-11 00:07:15.197167+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM-C: notifyClients_AccCache_Refreshed: sent kACMTRMMessage_AccCache_Refreshed(0) -> 0xe00002c7.
2022-11-11 00:07:15.197178+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _isEnrollmentNeeded: enrollmentReason: eraseInstall=NO upgradeFromPreTRMSystem=NO.
2022-11-11 00:07:15.197185+0800  localhost kernel[0]: (AppleCredentialManager) ACMTRM: _isEnrollmentNeeded: enrollmentNeeded=NO (loadedVersion=10).
2022-11-11 00:07:15.197304+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:15.198388+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.219622+0800  localhost kernel[0]: (AppleRTC) RTC: getGMTTimeOfDay 1668096435
2022-11-11 00:07:15.219909+0800  localhost kernel[0]: PMRD: power event 4 args 0xf2986bb01bb78b33 0x0
2022-11-11 00:07:15.221163+0800  localhost kernel[0]: PMRD: power event 6 args 0xf2986bb4e7cdd113 0x0
2022-11-11 00:07:15.221166+0800  localhost kernel[0]: PMRD: power event 6 args 0xf2986bb4e7cdd113 0x0
2022-11-11 00:07:15.221175+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x1b0064
2022-11-11 00:07:15.221193+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:15.221606+0800  localhost kernel[0]: PMRD: power event 12 args 0xf2986ba683633373 0x0
2022-11-11 00:07:15.221612+0800  localhost kernel[0]: PMRD: SleepWake UUID queued: CA4C7E30-06D8-4FEF-8F7E-06F741319EA8
2022-11-11 00:07:15.223004+0800  localhost kernel[0]: PMRD: power event 5 args 0xf2986bb01bb78b33 0x0
2022-11-11 00:07:15.223889+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToSleep = 1
2022-11-11 00:07:15.223904+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToDim = 10
2022-11-11 00:07:15.224414+0800  localhost kernel[0]: PMRD: aggressiveness changed: system 0->1, display 10
2022-11-11 00:07:15.224426+0800  localhost kernel[0]: PMRD: idle time -> 0 ms (ena 1)
2022-11-11 00:07:15.224432+0800  localhost kernel[0]: PMRD: idle sleep timer enabled
2022-11-11 00:07:15.224437+0800  localhost kernel[0]: PMRD: changePowerStateWithTagToPriv(ON_STATE, 1c000a)
2022-11-11 00:07:15.224448+0800  localhost kernel[0]: PMRD: idle timer set for 0 milliseconds
2022-11-11 00:07:15.224455+0800  localhost kernel[0]: PMRD: sleep timer expired
2022-11-11 00:07:15.224463+0800  localhost kernel[0]: PMRD: System sleep prevented by kPMSystemRestartBootingInProgress
2022-11-11 00:07:15.224466+0800  localhost kernel[0]: PMRD: changePowerStateWithTagToPriv(ON_STATE, 1d0008)
2022-11-11 00:07:15.224471+0800  localhost kernel[0]: PMRD: disk spindown accelerated, was 10 min
2022-11-11 00:07:15.224479+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1c000a
2022-11-11 00:07:15.224487+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:15.224496+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1d0008
2022-11-11 00:07:15.224500+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:15.252543+0800  localhost kernel[0]: (AppleMobileFileIntegrity) AMFI: Launch Constraint Violation (not enforcing), error info: c[6]p[2]m[3]e[255], (Process was launched as a system service unexpectedly but met System Service constraints) launching proc[vc: 1 pid: 123]: /Library/Apple/System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd, launch type 1, failure proc [vc: 1 pid: 1]: /sbin/launchd
2022-11-11 00:07:15.252589+0800  localhost kernel[0]: (CoreAnalyticsFamily) virtual bool CoreAnalyticsPipe::checkForWork()::193:starting CoreAnalyticsMessenger
2022-11-11 00:07:15.252874+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:15.262416+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:8070:82: unexpected session: 100000 uid: -1 requested by: UserEventAgent (82)
2022-11-11 00:07:15.262427+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:12114:82: operation failed (sel: 7 ret: e00002c2, -1, 100000)
2022-11-11 00:07:15.270161+0800  localhost kernel[0]: (AppleUSBXHCI) AppleUSBXHCIDevice: AppleUSBXHCIDevice::transferEvent: no endpoint 1 for event 0x00000000003df500 1b000000 09018001
2022-11-11 00:07:15.273694+0800  localhost kernel[0]: (IOUSBHostFamily) AppleUSB20HubPort@14112000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x05ac/820b/0100 (IOUSBHostDevice / 9) at 12 Mbps
2022-11-11 00:07:15.273718+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.273729+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.273734+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostDevice) options 0x00000000
2022-11-11 00:07:15.273752+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.273756+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (IOUSBHostDevice)
2022-11-11 00:07:15.273766+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.273957+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.273967+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering IOUSBHostDevice@14112000 (<private>) for matching
2022-11-11 00:07:15.275370+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
